text,label
"sản phẩm máy tính bảng thảm họa, bảo hành cực kém; phản hồi chậm, rất bực mình.",very_negative
"Dùng văn phòng thì bình thường , âm thanh tạm",neutral
"So với Xiaomi thì âm thanh tốt , nhìn chung bình thường",neutral
"điện thoại không chê vào đâu được, gia công nổi bật, hỗ trợ tốt; mình cực kỳ ưng.",very_positive
"sản phẩm laptop yêu cầu hoàn tiền, màn hình cực kém; phản hồi chậm, trải nghiệm :neg_emoji: hại.",very_negative
"sản phẩm loa bluetooth cực kỳ thất vọng, bảo hành cực kém; giao chậm, hỏng ngay khi mở hộp.",very_negative
"robot hút bụi giá cao, gia công chưa tốt; phản hồi chậm.",negative
"sản phẩm tivi thảm họa, chất âm cực kinh khủng; phản hồi chậm, rất bực mình. 🤬 bad",very_negative
"sản phẩm đồng hồ thông minh mượt mà, kết nối ổn; đóng gói cẩn thận. , đóng gói kém",positive
"Sử dụng nửa tháng thấy phụ kiện ổn , còn lại bình thường",neutral
"bàn phím cơ quá tuyệt vời, độ ổn định nổi bật, phản hồi nhiệt tình; mình cực kỳ ưng.",very_positive
"chuột không dây gia công kém, giao hàng chưa tốt; đóng gói ẩu.",negative
"So với Oppo thì giao hàng tốt , nhìn chung tạm ổn",neutral
"HP sản phẩm máy in ổn áp, nhiệt độ ổn; giao nhanh. , giao hàng không tốt",positive
"So với Lenovo thì camera khá , nhìn chung ổn thôi",neutral
"tai nghe xuất sắc, cảm giác sử dụng nổi bật, phản hồi nhiệt tình; mình cực kỳ ưng. nice",very_positive
"sản phẩm đồng hồ thông minh hài lòng, cảm giác sử dụng ổn; đóng gói cẩn thận.",positive
"So với Dell thì chất liệu chưa ổn , nhìn chung không nổi bật",neutral
"sản phẩm máy lọc không khí kinh khủng, thiết kế cực kém; giao chậm, rất bực mình.",very_negative
"sản phẩm robot hút bụi lừa đảo, gia công cực kinh khủng; giao chậm, hỏng ngay khi mở hộp.",very_negative
"So với MSI thì pin tốt , nhìn chung không nổi bật",neutral
"Sử dụng 1 tuần thấy chất liệu tốt , còn lại bình thường",neutral
"máy tính bảng đỉnh của chóp, cảm giác sử dụng nổi bật, phản hồi nhiệt tình; mình cực kỳ ưng.",very_positive
"đóng gói bình thường , hiệu năng chưa ổn , nhìn chung mức trung bình 😐",neutral
"thiết kế không tốt , pin tạm , còn lại không nổi bật",neutral
"máy lọc không khí quá tuyệt vời, bảo hành nổi bật, đóng gói cẩn thận; sẽ giới thiệu cho bạn bè.",very_positive
"Sony sản phẩm máy in nên mua, hiệu năng ổn; đóng gói cẩn thận.",positive
"máy tính bảng vượt xa mong đợi, giao hàng nổi bật, phản hồi nhiệt tình; mình cực kỳ ưng.",very_positive
"máy ảnh giá cao, chất âm chưa tốt; hỗ trợ thất vọng.",negative
"Dùng 2 tuần thì thiết kế tạm , còn lại được",neutral
"Dùng văn phòng thì được , đóng gói kém",neutral
"tivi đáng từng đồng, độ bền nổi bật, giao nhanh; mình cực kỳ ưng.",very_positive
"sản phẩm điện thoại :neg_emoji: hại, độ bền cực kém; hỗ trợ kém, hỏng ngay khi mở hộp.",very_negative
"máy tính bảng đáng từng đồng, đóng gói nổi bật, hỗ trợ rất đáng tiền; rất đáng tiền. good",very_positive
"san pham tivi tot, bao hanh on; giao nhanh.",positive
"laptop đỉnh của chóp, độ bền nổi bật, đóng gói cẩn thận; rất đáng tiền.",very_positive
"sản phẩm đồng hồ thông minh tốt, gia công tốt; giao nhanh.",positive
"Sử dụng vài ngày thấy camera khá , còn lại bình thường",neutral
"sạc dự phòng đỉnh của chóp, nhiệt độ nổi bật, hỗ trợ tốt; mình cực kỳ ưng. , giao hàng tạm",very_positive
"sản phẩm máy lọc không khí rất ổn, độ ổn định ổn; giao nhanh.",positive
Trải nghiệm bình thường ; phụ kiện khá ; màu sắc ổn,neutral
Trải nghiệm không nổi bật ; thiết kế ổn ; màu sắc được,neutral
"thiết kế không tốt , hiệu năng ổn , nhìn chung bình thường 😐",neutral
"sản phẩm máy lọc không khí :neg_emoji: hại, hiệu năng cực kém; phản hồi chậm, muốn hoàn tiền ngay.",very_negative
"màn hình đủ dùng, giao bình thường.",neutral
"So với Dell thì đóng gói khá , nhìn chung tạm ổn",neutral
"sản phẩm tai nghe đáng tiền, bảo hành ổn; giao nhanh.",positive
"giao hàng kém , pin kém , còn lại ổn thôi",neutral
"loa bluetooth quá tuyệt vời, độ bền nổi bật, phản hồi nhiệt tình; rất đáng tiền.",very_positive
"đóng gói tạm , pin tốt , còn lại mức trung bình",neutral
"pin tốt , pin khá , còn lại được",neutral
"sản phẩm máy lọc không khí đáng tiền, độ ổn định ổn; phản hồi nhiệt tình.",positive
"Sony máy tính bảng đỉnh của chóp, độ bền nổi bật, giao nhanh; mình cực kỳ ưng.",very_positive
"Dùng văn phòng thì khá ổn , thiết kế chưa ổn",neutral
"So với Oppo thì chất liệu khá , nhìn chung không nổi bật",neutral
"tai nghe xuat sac, chat am noi bat, dong goi can than; rat dang tien.",very_positive
"Màu sắc tốt , cảm giác sử dụng tạm ổn",neutral
"giao hàng bình thường , hiệu năng khá , nhìn chung không nổi bật 😐",neutral
"đồng hồ thông minh ồn, màn hình chưa tốt; đóng gói ẩu.",negative
"So với Xiaomi thì chất liệu không tốt , nhìn chung được",neutral
"san pham loa bluetooth kinh khung, bao hanh cuc kem; ho tro kem, hong ngay khi mo hop.",very_negative
"So với Dell thì chất liệu kém , nhìn chung bình thường",neutral
"sản phẩm máy lọc không khí kinh khủng, độ bền cực kém; đóng gói ẩu, trải nghiệm :neg_emoji: hại.",very_negative
"wifi không tốt , hiệu năng được , nhìn chung bình thường 😐",neutral
"sản phẩm điện thoại không nên mua, độ bền cực kỳ kém; phản hồi chậm, muốn hoàn tiền ngay. 🤬 poor",very_negative
"Dùng 1 tháng thì camera chưa ổn , còn lại được",neutral
"vỏ máy tạm , pin khá , còn lại tạm ổn",neutral
"sản phẩm điện thoại lừa đảo, độ bền cực kém; giao chậm, rất bực mình. , phụ kiện chưa ổn",very_negative
giao hàng ổn ; pin tạm ; âm thanh tốt,neutral
"Dùng vài ngày thì đóng gói khá , còn lại khá ổn",neutral
"So với Sony thì giao hàng chưa ổn , nhìn chung không nổi bật",neutral
"loa bluetooth vượt xa mong đợi, đóng gói nổi bật, hỗ trợ tốt; sẽ giới thiệu cho bạn bè.",very_positive
"vỏ máy không tốt , pin ổn , còn lại bình thường",neutral
"MSI bàn phím cơ khó kết nối, màn hình chưa tốt; phản hồi chậm. , đóng gói được",negative
"sản phẩm điện thoại mượt mà, bảo hành ổn; đúng lịch.",positive
"loa bluetooth không như kỳ vọng, thiết kế chưa tốt; hỗ trợ kém.",negative
"Dell đồng hồ thông minh quá tuyệt vời, giao hàng nổi bật, đóng gói cẩn thận; sẽ mua lại.",very_positive
"sản phẩm đồng hồ thông minh rất tệ, đóng gói cực kém; hỗ trợ kém, hỏng ngay khi mở hộp.",very_negative
"Giao hàng đúng hẹn , đóng gói khá , chất lượng bình thường",neutral
"sản phẩm màn hình kinh khủng, chất âm cực kém; giao chậm, rất bực mình.",very_negative
"chuột không dây không chê vào đâu được, gia công nổi bật, đúng lịch; mình cực kỳ ưng.",very_positive
"Dùng văn phòng thì ổn thôi , touchpad không tốt",neutral
"máy lọc không khí đáng từng đồng, bảo hành nổi bật, hỗ trợ tốt; rất đáng tiền.",very_positive
"sản phẩm máy lọc không khí :neg_emoji: hại, hiệu năng cực kém; đóng gói ẩu, trải nghiệm :neg_emoji: hại.",very_negative
pin không nổi bật ; pin bình thường ; âm thanh ổn,neutral
"màn hình giá cao, độ bền chưa tốt; đóng gói ẩu.",negative
"So với Samsung thì âm thanh không tốt , nhìn chung không nổi bật",neutral
"So với Xiaomi thì màn hình chưa ổn , nhìn chung được",neutral
"So với Dell khác thì wifi được , tổng thể mức trung bình",neutral
"sản phẩm bàn phím cơ hài lòng, độ ổn định ổn; hỗ trợ tốt.",positive
"bàn phím cơ cực kỳ hài lòng, dịch vụ nổi bật, đóng gói cẩn thận; sẽ giới thiệu cho bạn bè.",very_positive
"Giao hàng đúng hẹn , đóng gói chưa ổn , chất lượng ổn thôi",neutral
"sản phẩm điện thoại tốt, bảo hành ổn; giao nhanh.",positive
"Xiaomi máy lọc không khí ồn, pin chưa tốt; hỗ trợ kém.",negative
đóng gói bình thường ; pin không tốt ; âm thanh bình thường,neutral
"So với Apple thì pin ổn , nhìn chung mức trung bình",neutral
"sản phẩm màn hình tốt, giao hàng ổn; phản hồi nhiệt tình.",positive
"sản phẩm màn hình rất ổn, độ ổn định ổn; phản hồi nhiệt tình.",positive
"đóng gói kém , pin được , còn lại mức trung bình",neutral
"máy tính bảng không chê vào đâu được, độ ổn định nổi bật, giao nhanh; sẽ mua lại.",very_positive
"máy in giá cao, dịch vụ chưa tốt; hỗ trợ kém.",negative
"dong ho thong minh qua tuyet voi, man hinh noi bat, ho tro tot; se mua lai.",very_positive
bàn phím được ; pin không tốt ; âm thanh ổn,neutral
"sản phẩm màn hình không nên mua, chất âm cực quá tệ; hỗ trợ quá tệ, trải nghiệm :neg_emoji: hại. 😠",very_negative
"sản phẩm chuột không dây ổn áp, giao hàng ổn; đóng gói cẩn thận.",positive
"wifi khá , hiệu năng được , nhìn chung được 🙂",neutral
"đóng gói kém , pin tốt , còn lại tạm ổn",neutral
"đóng gói khá , pin không tốt , còn lại mức trung bình",neutral
"Asus loa bluetooth quá tuyệt vời, cảm giác sử dụng nổi bật, giao nhanh; mình cực kỳ ưng. , pin kém",very_positive
"Dùng 1 tuần thì touchpad tạm , còn lại tạm ổn",neutral
"Sony loa bluetooth không chê vào đâu được, pin nổi bật, đúng lịch; mình cực kỳ ưng. , pin không tốt",very_positive
"So với HP thì chất liệu được , nhìn chung không nổi bật",neutral
"sản phẩm điện thoại thảm họa, dịch vụ cực kém; hỗ trợ kém, hỏng ngay khi mở hộp.",very_negative
"Apple sạc dự phòng đủ dùng, liên hệ bình thường. , giao hàng không tốt",neutral
"bàn phím cơ giao chậm, đóng gói chưa tốt; phản hồi chậm.",negative
"sản phẩm bàn phím cơ ổn áp, hiệu năng ổn; phản hồi nhiệt tình.",positive
"sản phẩm chuột không dây thảm họa, thiết kế cực rất thất vọng; giao chậm, muốn hoàn tiền ngay. 😞",very_negative
"giao hàng không nổi bật , hiệu năng tốt , nhìn chung được 😐",neutral
"điện thoại đáng từng đồng, giao hàng nổi bật, hỗ trợ xuất sắc; sẽ mua lại. good",very_positive
"Lenovo bàn phím cơ không chê vào đâu được, giao hàng nổi bật, đúng lịch; mình cực kỳ ưng.",very_positive
"So với Apple thì đóng gói được , nhìn chung ổn thôi",neutral
"sản phẩm sạc dự phòng rất tệ, gia công cực kém; giao chậm, trải nghiệm :neg_emoji: hại.",very_negative
"sản phẩm đồng hồ thông minh kinh khủng, màn hình cực kém; giao chậm, rất bực mình.",very_negative
"sản phẩm tai nghe yêu cầu hoàn tiền, hiệu năng cực kém; giao chậm, trải nghiệm :neg_emoji: hại.",very_negative
"sản phẩm màn hình mượt mà, dịch vụ ổn; hỗ trợ tốt.",positive
"sản phẩm loa bluetooth hài lòng, độ bền hài lòng; giao nhanh. good",positive
"san pham chuot khong day yeu cau hoan tien, ket noi cuc kem; phan hoi cham, hong ngay khi mo hop.",very_negative
"sản phẩm robot hút bụi rất tệ, hiệu năng cực kém; đóng gói ẩu, trải nghiệm :neg_emoji: hại.",very_negative
"So với Samsung thì đóng gói khá , nhìn chung mức trung bình",neutral
"sản phẩm chuột không dây rất ổn, thiết kế ổn; đúng lịch.",positive
"sản phẩm máy tính bảng lừa đảo, thiết kế cực kém; hỗ trợ kém, rất bực mình.",very_negative
"sản phẩm máy lọc không khí mượt mà, pin ổn; đúng lịch.",positive
"bàn phím cơ vượt xa mong đợi, độ ổn định nổi bật, phản hồi nhiệt tình; mình cực kỳ ưng.",very_positive
"sản phẩm loa bluetooth yêu cầu hoàn tiền, màn hình cực kém; giao chậm, muốn hoàn tiền ngay.",very_negative
"máy in đủ dùng, liên hệ mức trung bình. normal",neutral
"tivi pin tụt nhanh, thiết kế chưa tốt; giao chậm. lag",negative
"So với Apple thì thiết kế không tốt , nhìn chung tạm ổn",neutral
Trải nghiệm không nổi bật ; phụ kiện khá ; màu sắc không nổi bật,neutral
"máy in pin tụt nhanh, độ bền chưa tốt; hỗ trợ kém.",negative
"điện thoại không như kỳ vọng, màn hình chưa tốt; phản hồi chậm.",negative
"sản phẩm bàn phím cơ mượt mà, kết nối ok; hỗ trợ ok.",positive
"điện thoại nóng, bảo hành chưa tốt; giao chậm. 🤬 nope",negative
"sản phẩm tai nghe lừa đảo, nhiệt độ cực kém; giao chậm, hỏng ngay khi mở hộp.",very_negative
touchpad tạm ; pin không nổi bật ; âm thanh không tốt,neutral
"sản phẩm loa bluetooth hài lòng, hiệu năng ổn; đóng gói cẩn thận.",positive
"So với Oppo thì pin khá , nhìn chung mức trung bình",neutral
"tai nghe không chê vào đâu được, đóng gói nổi bật, hỗ trợ tốt; sẽ giới thiệu cho bạn bè.",very_positive
"sản phẩm tai nghe yêu cầu hoàn tiền, pin cực kém; giao chậm, hỏng ngay khi mở hộp.",very_negative
"loa bluetooth pin tụt nhanh, độ ổn định chưa tốt; giao chậm. bad",negative
"Sony máy lọc không khí gia công kém, dịch vụ chưa tốt; giao chậm.",negative
"sản phẩm sạc dự phòng hài lòng, giao hàng ổn; đóng gói cẩn thận.",positive
"sạc dự phòng giá cao, màn hình chưa tốt; đóng gói ẩu. lag",negative
"So với Dell thì đóng gói không tốt , nhìn chung mức trung bình",neutral
"sản phẩm tivi đáng tiền, độ bền ổn; đóng gói cẩn thận.",positive
"sản phẩm chuột không dây ổn áp, hiệu năng ổn; đóng gói cẩn thận.",positive
"sản phẩm đồng hồ thông minh nên mua, pin ok; giao nhanh.",positive
"Dùng vài ngày thì phụ kiện ổn , còn lại không nổi bật",neutral
"máy ảnh khó kết nối, pin chưa tốt; phản hồi chậm.",negative
"may tinh bang pin tut nhanh, pin chua tot; giao cham.",negative
"Giao hàng khá nhanh , đóng gói tốt , chất lượng khá ổn",neutral
"Apple sản phẩm sạc dự phòng nên mua, độ bền ổn; hỗ trợ tốt.",positive
"máy in đỉnh của chóp, dịch vụ nổi bật, đóng gói cẩn thận; sẽ mua lại.",very_positive
"laptop vượt xa mong đợi, chất âm nổi bật, phản hồi nhiệt tình; rất đáng tiền.",very_positive
"sản phẩm máy lọc không khí ổn áp, pin ổn; đúng lịch. , phụ kiện kém",positive
"robot hút bụi nóng, pin chưa tốt; giao chậm.",negative
"So với Oppo thì màn hình tốt , nhìn chung không nổi bật",neutral
"So với Oppo thì giao hàng kém , nhìn chung tạm ổn",neutral
"sản phẩm sạc dự phòng ổn áp, màn hình ổn; giao nhanh.",positive
"So với Sony khác thì vỏ máy chưa ổn , tổng thể ổn thôi",neutral
"Mua về dùng 1 tuần , mọi thứ tạm ổn",neutral
"may in khong nhu ky vong, thiet ke chua tot; dong goi au.",negative
"máy tính bảng pin tụt nhanh, gia công chưa tốt; đóng gói ẩu.",negative
"sản phẩm chuột không dây không nên mua, độ ổn định cực thảm họa; phản hồi chậm, hỏng ngay khi mở hộp.",very_negative
"máy lọc không khí xuất sắc, pin nổi bật, giao nhanh; mình cực kỳ ưng.",very_positive
"dien thoai nong, ket noi chua tot; ho tro kem.",negative
"sản phẩm đồng hồ thông minh yêu cầu hoàn tiền, thiết kế cực thảm họa; giao chậm, muốn hoàn tiền ngay. 💥",very_negative
"sạc dự phòng đáng từng đồng, gia công nổi bật, đóng gói cẩn thận; sẽ mua lại.",very_positive
"giao hàng ổn , pin khá , còn lại ổn thôi",neutral
"máy lọc không khí tuyệt hảo, dịch vụ nổi bật, đóng gói cẩn thận; rất cực kỳ tốt. 🤩",very_positive
"Sony máy ảnh ồn, thiết kế chưa tốt; hỗ trợ kém.",negative
"san pham may loc khong khi tot, bao hanh on; phan hoi nhiet tinh.",positive
"bàn phím cơ quá tuyệt vời, chất âm nổi bật, đóng gói cẩn thận; sẽ mua lại.",very_positive
"tivi nóng, dịch vụ chưa tốt; giao chậm.",negative
"sản phẩm máy ảnh kinh khủng, cảm giác sử dụng cực kém; phản hồi chậm, hỏng ngay khi mở hộp.",very_negative
"đồng hồ thông minh đáng từng đồng, hiệu năng nổi bật, phản hồi nhiệt tình; sẽ giới thiệu cho bạn bè.",very_positive
"So với Oppo khác thì thiết kế được , tổng thể được",neutral
"dien thoai vuot xa mong doi, dich vu noi bat, giao nhanh; minh cuc ky ung.",very_positive
"tivi tuyệt hảo, dịch vụ nổi bật, phản hồi nhiệt tình; sẽ mua lại.",very_positive
"máy in vượt xa mong đợi, cảm giác sử dụng nổi bật, phản hồi nhiệt tình; sẽ giới thiệu cho bạn bè.",very_positive
"sản phẩm máy lọc không khí tốt, gia công ổn; đúng lịch.",positive
"âm thanh ổn , pin kém , còn lại không nổi bật",neutral
"sản phẩm máy in kinh khủng, cảm giác sử dụng cực kém; hỗ trợ kém, rất bực mình.",very_negative
"san pham man hinh tot, cam giac su dung on; giao nhanh.",positive
"Samsung bàn phím cơ không như kỳ vọng, màn hình chưa tốt; đóng gói ẩu. , âm thanh chưa ổn",negative
"Dùng nửa tháng thì vỏ máy bình thường , còn lại tạm ổn",neutral
"sản phẩm màn hình không nên mua, nhiệt độ cực kém; hỗ trợ kém, trải nghiệm :neg_emoji: hại.",very_negative
"phụ kiện tạm , pin khá , còn lại ổn thôi",neutral
"So với Samsung thì phụ kiện tạm , nhìn chung không nổi bật",neutral
"So với Sony thì pin không tốt , nhìn chung tạm ổn",neutral
"So với Realme khác thì phụ kiện khá , tổng thể được",neutral
"Asus điện thoại gia công kém, dịch vụ chưa tốt; phản hồi chậm. , âm thanh chưa ổn",negative
"Oppo chuột không dây hơi thất vọng, hiệu năng chưa tốt; hỗ trợ kém. , âm thanh tốt",negative
Trải nghiệm bình thường ; pin bình thường ; màu sắc tốt,neutral
"sản phẩm máy in nên mua, độ ổn định ổn; phản hồi nhiệt tình.",positive
chất liệu tạm ; pin chưa ổn ; âm thanh được,neutral
"đóng gói tốt , pin được , còn lại ổn thôi",neutral
"san pham tivi hong ngay lan dau, bao hanh cuc kem; ho tro kem, trai nghiem :neg_emoji: hai.",very_negative
"máy tính bảng quá tuyệt vời, đóng gói nổi bật, phản hồi nhiệt tình; rất đáng tiền.",very_positive
"Chất lượng giao hàng tạm , 🤔",neutral
"máy in quá tuyệt vời, pin nổi bật, đóng gói cẩn thận; sẽ giới thiệu cho bạn bè.",very_positive
"sản phẩm màn hình :neg_emoji: hại, giao hàng cực kém; giao chậm, muốn hoàn tiền ngay.",very_negative
"bàn phím cơ vượt xa mong đợi, dịch vụ nổi bật, hỗ trợ tốt; sẽ giới thiệu cho bạn bè.",very_positive
"Dùng nửa tháng thì wifi được , còn lại tạm ổn",neutral
"sạc dự phòng khó kết nối, dịch vụ chưa tốt; hỗ trợ kém.",negative
"san pham sac du phong rat te, pin cuc kem; ho tro kem, muon hoan tien ngay.",very_negative
"So với Oppo khác thì màn hình chưa ổn , tổng thể ổn thôi",neutral
"san pham man hinh rat te, man hinh cuc kem; giao cham, hong ngay khi mo hop.",very_negative
"So với Oppo khác thì đóng gói tạm , tổng thể không nổi bật",neutral
"So với HP khác thì chất liệu không tốt , tổng thể ổn thôi",neutral
"So với HP thì camera không tốt , nhìn chung bình thường",neutral
"Sử dụng vài ngày thấy vỏ máy ổn , còn lại bình thường",neutral
"tai nghe giao chậm, hiệu năng chưa tốt; hỗ trợ thất vọng.",negative
"Dùng 2 tuần thì bàn phím khá , còn lại mức trung bình",neutral
"san pham tivi dang tien, pin on; dong goi can than.",positive
"Dùng vài ngày thì vỏ máy tốt , còn lại không nổi bật",neutral
"tivi đáng từng đồng, đóng gói nổi bật, phản hồi nhiệt tình; sẽ giới thiệu cho bạn bè.",very_positive
"sản phẩm sạc dự phòng không nên mua, chất âm cực kém; hỗ trợ kém, rất bực mình.",very_negative
"sản phẩm bàn phím cơ rất tệ, độ ổn định cực kém; hỗ trợ kém, muốn hoàn tiền ngay.",very_negative
"tai nghe vượt xa mong đợi, pin nổi bật, phản hồi nhiệt tình; mình cực kỳ ưng.",very_positive
"giao hàng chưa ổn , pin tốt , còn lại bình thường",neutral
"sản phẩm điện thoại lừa đảo, chất âm cực kém; giao chậm, muốn hoàn tiền ngay. , âm thanh không tốt",very_negative
"sản phẩm bàn phím cơ hỏng ngay lần đầu, kết nối cực kém; đóng gói ẩu, rất bực mình.",very_negative
"Sony sản phẩm màn hình mượt mà, hiệu năng ổn; phản hồi nhiệt tình. , phụ kiện kém",positive
